axis,fc_Hz,rms_raw,rms_filt,rms_improve_pct,HF_ratio_raw,HF_ratio_filt
ax,0.5,0.277585626108228,0.232178014474775,16.3580558078856,0.327988924709982,0.000325554117757667
ay,2.88272350146254,0.152321863741432,0.0536092279822253,64.8052967148382,0.868196681971897,0.00456831413298299
az,4.99275822933718,9.55210814612974,9.54500377241433,0.0743749296670949,0.00126909665618143,2.46955682276283e-06
