axis,fc90_Hz,fc95_Hz,fc98_Hz,fc_knee_Hz
ax,29.6587228963597,35.525283469266,39.7622438830316,0.325920031828128
ay,33.2438432464691,37.1548836284066,39.7622438830316,0.325920031828128
az,0.651840063656256,0.651840063656256,0.651840063656256,0.325920031828128
